,name,synonyms
2410,"8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-2-Fluoro-9-Pent-4-Ylnyl-9h-Purin-6-Ylamine",[]
2411,"6-[N-(4-Ethyl-1,2,3,4-Tetrahydro-6-Isoquinolinyl)Carbamyl]-2-Naphthalenecarboxamidine",[]
2412,Geranyl Diphosphate,[]
2413,Glutathionylspermidine disulfide,[]
2414,UDP-6-sulfoquinovose,[]
2415,SP4160,[]
2416,D-Phenylalanine,[]
2417,Phosphoramidon,[]
2418,N-(3-Phenyl-2-Sulfanylpropanoyl)Phenylalanylalanine,[]
2419,"6-(Octahydro-1h-Indol-1-Ylmethyl)Decahydroquinazoline-2,4-Diamine",[]
2420,[(1S)-1-acetamido-2-(4-chlorophenyl)ethyl]-[(2S)-2-amino-3-hydroxy-3-oxo-propoxy]-dihydroxy-boron,[]
2421,Beta-D-Fructopyranose,[]
2422,"Quinonoid 7,8-Tetrahydrobiopterin",[]
2423,Hexanoyl-CoA,"['caproyl-CoA', 'caproyl-coenzyme A', 'Hexanoyl-Coenzyme A', 'n-hexanoyl-CoA', 'n-hexanoyl-coenzyme A', 'S-hexanoyl-CoA', 'S-Hexanoyl-coenzym-A', 'S-hexanoyl-coenzyme-A']"
2424,4-(dimethylamino)-N-[7-(hydroxyamino)-7-oxoheptyl]benzamide,"['4-dimethylamino-N-(6-hydroxycarbamoylhexyl)benzamide', 'histone deacetylase inhibitor III', 'N-hydroxy-7-(4-dimethylaminobenzoyl)aminoheptanamide']"
2425,8-Hydroxy-4-(1-Hydroxyethyl)Quinoline-2-Carboxylic Acid,[]
2426,PD173955,"['6-(2,6-dichlorophenyl)-8-methyl-2-{[3-(methylthio)phenyl]amino}pyrido[2,3-d]pyrimidin-7(8H)-one']"
2427,Peldesine,"['2-Amino-3,5-dihydro-7-(3-pyridylmethyl)-4H-pyrrolo(3,2-d)pyrimidin-4-one', 'Peldesine']"
2428,"2',3'-Dehydro-2',3'-Deoxy-Thymidine 5'-Diphosphate",[]
2429,PD150606,[]
2430,Allysine,"['2-Amino-5-formylvaleric acid', '2-Amino-6-oxo-hexanoic acid', '2-Aminoadipate semialdehyde', '6-Oxo-L-norleucine', 'L-Allysine']"
2431,"1,3-bis-([3-[3-[3-(4-{3-[3-nitro-5-(galactopyranosyloxy)-benzoylamino]-propyl}-piperazin-1-yl)-propylamino-3,4-dioxo-cyclobutenyl]-amino-propoxy-ethoxy-ethoxy]-propyl-]amino-carbonyloxy)-2-amino-propane",[]
2432,"2'-deoxycytidine-2'-deoxyadenosine-3',5'-monophosphate",[]
2433,BV2,[]
2434,F-Loop of Vitamin B12,[]
2435,Mesoheme,[]
2436,N-[(6S)-6-Carboxy-6-(glycylamino)hexanoyl]-D-alanyl-D-alanine,['Glycyl-L-alpha-amino-epsilon-pimelyl-D-alanyl-D-alanine']
2437,Acrylic Acid,"['2-Propenoic acid', 'acroleic acid', 'Acrylate', 'ethylenecarboxylic acid', 'Propenoate', 'Propenoic acid', 'Vinylformic acid']"
2438,Pentaglyme,['pentaethyleneglycol dimethyl ether']
2439,"N(2)-carbamimidoyl-N-{2-[4-(3-{4-[(5-carboxyfuran-2-yl)methoxy]-2,3-dichlorophenyl}-1-methyl-1H-pyrazol-5-yl)piperidin-1-yl]-2-oxoethyl}-D-leucinamide",[]
2440,(6Z)-6-{[(1Z)-1-{[(1R)-1-Carboxy-2-methyl-2-propen-1-yl]imino}-1-hydroxy-3-sulfanyl-2-propanyl]imino}-6-hydroxynorleucine,[]
2441,"N6-(2,5-Dimethoxy-Benzyl)-N6-Methyl-Pyrido[2,3-D]Pyrimidine-2,4,6-Triamine",[]
2442,4-(Hydroxymethyl)Benzamidine,[]
2443,"4,7-Dimethyl-[1,10]Phenanthroline",[]
2444,Colforsin,"['7β-acetoxy-8,13-epoxy-1α,6β,9α-trihydroxylabd-14-en-11-one', 'Coleonolk', 'Colforsin', 'colforsina', 'colforsine', 'colforsinum', 'Forskolin']"
2445,"(2R)-2-[(1R)-1-{[(2S)-2-Carboxy-2-(4-hydroxyphenyl)acetyl]amino}-1-methoxy-2-oxoethyl]-5-methylene-5,6-dihydro-2H-1,3-oxazine-4-carboxylic acid",[]
2446,Se-Ethyl-Isoselenourea,[]
2447,Abequose,"['3,6-dideoxy-α-D-xylo-hexopyranose', 'alpha-abequopyranose', 'α-abequopyranose']"
2448,"5,6-Dimethylbenzimidazole",[]
2449,Carbaphosphonate,[]
2450,"7,8-Dihydroxy-1-Methoxy-3-Methyl-10-Oxo-4,10-Dihydro-1h,3h-Pyrano[4,3-B]Chromene-9-Carboxylic Acid",[]
2451,2'-Deoxycytidine,"['1-(2-deoxy-.beta.-d-ribofuranosyl)cytosine', '4-amino-1-(2-deoxy-.beta.-d-erythro-pentofuranosyl)-2(1h)-pyrimidinone', 'dC', 'dCYD', 'Deoxyribose cytidine']"
2452,"(2R,3S,5S)-2-(Hydroxymethyl)-5-[(2-sulfoethyl)carbamoyl]-3-pyrrolidiniumyl 2-acetamido-2-deoxy-4-O-sulfo-beta-D-glucopyranoside",[]
2453,"alpha,beta-Methyleneadenosine 5'-triphosphate","[""adenosine 5'-[alpha,beta-methylene]triphosphate"", ""adenosine 5'-[α,β-methylene]triphosphate"", 'alpha,beta-MeATP', 'alpha,beta-Methylene ATP']"
2454,"[2(R,S)-2-Sulfanylheptanoyl]-Phe-Ala",[]
2455,"N-Alpha-Acetyl-3,5-Diiodotyrosylglycine",[]
2456,"2,6-Diamino-8-Propylsulfanylmethyl-3h-Quinazoline-4-One",[]
2457,Oseltamivir acid,"['Oseltamivir carboxylate', 'Oseltamivir free acid']"
2458,4-Hydroxyphenylglycine,"['(+/-)-alpha-amino-4-hydroxybenzeneacetic acid', '(RS)-2-(4-hydroxyphenyl)glycine', 'dl-p-hydroxyphenylglycine', 'p-hydroxyphenylglycine']"
2459,AL7182,[]
2460,1-Amino-6-Cyclohex-3-Enylmethyloxypurine,[]
2461,2-Deoxy-Glucose-6-Phosphate,[]
2462,2-Butanol,[]
2463,Adenosine Phosphonoacetic Acid,[]
2464,"N-[(1R,2R)-1,3-Dihydroxy-1-(4-nitrophenyl)-2-propanyl]acetamide",[]
2465,4-Hydroxy-L-Threonine-5-Monophosphate,[]
2466,"N-(2,3,4,5,6-Pentaflouro-Benzyl)-4-Sulfamoyl-Benzamide",[]
2467,Balanol Analog 1,[]
2468,Capric dimethyl amine oxide,"['Capric dimethyl amine oxide', 'Decyl dimethyl amine oxide', 'Decylamine oxide', 'Decylamine-N,N-dimethyl-N-oxide', 'N,N-Dimethyl-1-decanamine-N-oxide', 'N,N-dimethyldecylamine N-oxide', 'N,N-Dimethyldecylamine oxide']"
2469,1(R)-1-Acetamido-2-(3-Carboxyphenyl)Ethyl Boronic Acid,[]
2470,Compound 19,[]
2471,FR117016,[]
2472,"1-(N-Imidazolyl)-2-Hydroxy-2-(2,3-Dichlorophenyl)Octane",[]
2473,Ethyl Dimethyl Ammonio Propane Sulfonate,[]
2474,12-Bromo-1-dodecanol,[]
2475,3-(4-{2-[2-(2-bromo-acetylamino)-ethyldisulfanyl]-ethylcarbamoyl}-cyclohexylcarbamoyl)-pyrazine-2-carboxylic acid,[]
2476,Latrunculin A,"['(+)-latrunculin A', '(4R)-4-[(1R,4Z,8E,10Z,12S,15R,17R)-17-hydroxy-5,12-dimethyl-3-oxo-2,16-dioxabicyclo[13.3.1]nonadeca-4,8,10-trien-17-yl]-1,3-thiazolidin-2-one', 'LAT-A', 'LatA']"
2477,2-(Oxalyl-Amino)-Benzoic Acid,[]
2478,Aminophosphonic acid-guanylate ester,[]
2479,Homoserine Lactone,[]
2480,(2r)-2-{[Formyl(Hydroxy)Amino]Methyl}Hexanoic Acid,[]
2481,Phenylferricrocin-iron,[]
2482,"4,4'-Biphenyldiboronic Acid",[]
2483,"1-[3,3-Dimethyl-2-(2-Methylamino-Propionylamino)-Butyryl]-Pyrrolidine-2-Carboxylic Acid(1,2,3,4-Tetrahydro-Naphthalen-1-Yl)-Amide",[]
2484,"N,N-[2,5-O-di-2-fluoro-benzyl-glucaryl]-di-[1-amino-indan-2-ol]",['Inhibitor BEA403']
2485,L-xylitol 5-phosphate,"['Xylitol 5-P', 'Xylitol 5-phosphate']"
2486,4-nitrophenyl-beta-D-galactoside,"['1-O-(4-nitrophenyl)-β-D-galactopyranose', '1-O-(4-nitrophenyl)-β-D-galactose', '1-O-(p-nitrophenyl)-β-D-galactopyranose', '1-O-(p-nitrophenyl)-β-D-galactose', '1-O-[p-nitrophenyl]-beta-D-galactopyranose', '4-Nitrophenyl-beta-D-galactopyranoside', '4-nitrophenyl-β-D-galactopyranoside', '4-nitrophenyl-β-D-galactoside', '4-Nitrophenylgalactoside', 'p-Nitrophenyl beta-D-galactopyranoside', 'p-Nitrophenyl-beta-D-galactoside']"
2487,Cibacron Blue,[]
2488,N-[O-Phosphono-Pyridoxyl]-Isoleucine,[]
2489,"9-Hydroxy-8-Methoxy-6-Nitro-Phenanthrol[3,4-D][1,3]Dioxole-5-Carboxylic Acid",[]
2490,Oxaloacetate Ion,[]
2491,Terlipressin,"['Terlipresina', 'Terlipressin', 'Terlipressina', 'Terlipressine', 'Terlipressinum']"
2492,7-(alpha-D-Glucopyranosyloxy)-4-methyl-2H-1-benzopyran-2-one,"['4-Methylumbelliferyl a-D-glucopyranoside', '4-Methylumbelliferyl α-D-glucoside', '7-(alpha-D-Glucopyranosyloxy)-4-methyl-2H-1-benzopyran-2-one', '7-(α-D-glucopyranosyloxy)-4-methyl-2H-1-benzopyran-2-one']"
2493,Fumagillin,"['fumagilina', 'Fumagillin']"
2494,Heptanamide,[]
2495,[[N-(Benzyloxycarbonyl)Amino]Methyl]Phosphate,[]
2496,"N-Dodecyl-N,N-Dimethyl-3-Ammonio-1-Propanesulfonate",[]
2497,N-omega-propyl-L-arginine,[]
2498,"3,4-Epoxybutyl-Alpha-D-Glucopyranoside",[]
2499,Nitrosoethane,[]
2500,N-(5-Cyclopropyl-1h-Pyrazol-3-Yl)Benzamide,[]
2501,(3-Carboxy-2-(R)-Hydroxy-Propyl)-Trimethyl-Ammonium,[]
2502,3-Amino-3-Oxopropanoic Acid,[]
2503,Trichloroacetaldehyde,"['2,2,2-trichloroacetaldehyde', 'Anhydrous chloral', 'Chloral', 'Tri-chloro-acetaldehyde', 'Trichloroacetaldehyd', 'Trichloroethanal']"
2504,"{[2-(1h-1,2,3-Benzotriazol-1-Yl)-2-(3,4-Difluorophenyl)Propane-1,3-Diyl]Bis[4,1-Phenylene(Difluoromethylene)]}Bis(Phosphonic Acid)",[]
2505,L-[(N-Hydroxyamino)Carbonyl]Phenylalanine,[]
2506,6-hydroxy-FAD,"['6-HO-FAD', '6-hydroxy-flavin-adenine dinucleotide', '6-hydroxyflavin-adenine dinucleotide', '6-hydroxyflavine-adenine dinucleotide']"
2507,D-Aspartic Acid,[]
2508,LY-294002,['2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one']
2509,Glucosamine 6-Phosphate,[]
2510,"2,4-Dinitrophenyl 2-Deoxy-2-Fluoro-Beta-D-Allopyranoside",[]
2511,Cholic Acid,['Cholic Acid']
2512,Filaminast,['Filaminast']
2513,"Adenosine-5'-diphosphate-2',3'-vanadate",[]
2514,Novo Nordisk a/S Compound,[]
2515,2-Amino-4-(Hydroxymethyl-Phosphinyl)Butanoic Acid,[]
2516,1-Butane Boronic Acid,[]
2517,"(1R,2S)-2-Phenylcyclopropanaminium","['(1R,2S)-tranylcypromine(1+)']"
2518,(C8-R)-hydantocidin 5'-phosphate,[]
2519,Vitamin B 12 factor IIIm,"['5-Methoxybenzimidazole vitamin B12', '5-Methoxybenzimidazolylcobalamin', 'Cyano-5-methoxybenzimidazolylcobamide', 'Vitamin B 12 factor IIIm']"
2520,JE-2147,[]
2521,RB106,[]
2522,4-Deoxy-Alpha-D-Glucose,[]
2523,1-Methylimidazole,[]
2524,"(4aS,6R,8aS)-11-[8-(1,3-Dioxo-1,3-dihydro-2H-isoindol-2-yl)octyl]-6-hydroxy-3-methoxy-5,6,9,10-tetrahydro-4aH-[1]benzofuro[3a,3,2-ef][2]benzazepin-11-ium",[]
2525,"4-(2-Oxo-Hexahydro-Thieno[3,4-D]Imidazol-4-Yl)-Butyricacid",[]
2526,(4-Hydroxymaltosephenyl)Glycine,[]
2527,"2-[3-(2-Hydroxy-1,1-Dihydroxymethyl-Ethylamino)-Propylamino]-2-Hydroxymethyl-Propane-1,3-Diol",[]
2528,D-naphthyl-1-acetamido boronic acid alanine,[]
2529,beta-D-Galactosamine,"['2-amino-2-deoxy-beta-D-galactopyranose', '2-amino-2-deoxy-β-D-galactopyranose', '2-deoxy-2-aminogalactose', 'β-D-galactosamine', 'β-galactosylamine']"
2530,Cyanamide,['Cyanamide']
2531,"1,3-Dinitrobenzene","['1,3-dinitro-benzene', '2,4-Dinitrobenzene', 'm-Dinitrobenzene', 'm-DNB', 'meta-Dinitrobenzene']"
2532,"2,8-bis[oxido(oxo)vanadio]-1,1,1,3,5,5,7,7,9,9,9-undecaoxopentavanadoxane-2,8-diium",[]
2533,Inhibitor Bea428,[]
2534,5'-O-(L-Cysteinylsulfamoyl)adenosine,"[""5'-O-(N-(L-Cysteinyl)-sulfamoyl)adenosine""]"
2535,3-Methylphenylalanine,[]
2536,Undecyl-Beta-D-Maltopyranoside,[]
2537,"2,3-Didehydroalanine",[]
2538,S-{2-[Amino(Dihydroxy)-Lambda~4~-Sulfanyl]Ethyl}-D-Cysteine,[]
2539,NU1025,[]
2540,Glycocholic acid,['N-choloylglycine']
2541,"(4S,5S)-1,2-dithiane-4,5-diol",['oxidized dithiothreitol']
2542,Pantoyl Adenylate,[]
2543,O1-Pentyl-Mannose,[]
2544,"6-Aminohexyl-uridine-C1,5'-diphosphate",[]
2545,Hydroxyaminovaline,[]
2546,"N-(M-Trifluoromethylphenyl) Phenoxazine-4,6-Dicarboxylic Acid",[]
2547,4-Oxoretinol,[]
2548,3-Deoxy-D-Glucosamine,[]
2549,Nicotinamide,"['3-pyridinecarboxamide', 'Niacinamide', 'Nicotinamida', 'Nicotinamide', 'Nicotinamidum', 'Nicotinic acid amide', 'Nicotinic amide', 'β-pyridinecarboxamide']"
2550,XV638,[]
2551,Fusidic acid,"['Acide fusidique', 'Acido fusidico', 'Acidum fusidicum', 'Fucidate', 'Fucidin acid', 'Fusidate', 'Fusidic acid', 'Fusidine', 'Ramycin']"
2552,"(2R,3R,4R,5R)-3,4-Dihydroxy-N,N'-bis[(1S,2R)-2-hydroxy-2,3-dihydro-1H-inden-1-yl]-2,5-bis(2-phenylethyl)hexanediamide",['Diol-Based HIV-1 protease inhibitor 4']
2553,"6-[N-(1-Isopropyl-1,2,3,4-Tetrahydro-7-Isoquinolinyl)Carbamyl]-2-Naphthalenecarboxamidine",[]
2554,Mercaptocarboxylate Inhibitor,[]
2555,Pentyl Trihydrogen Diphosphate,[]
2556,Resveratrol,"['(E)-5-(2-(4-hydroxyphenyl)ethenyl)-1,3-benzenediol(E)-5-(2-(4-hydroxyphenyl)ethenyl)-1,3-benzenediol', '(E)-resveratrol', ""3,4',5-trihydroxy-trans-stilbene"", ""3,4',5-trihydroxystilbene"", ""3,5,4'-trihydroxystilbene"", '5-[(E)-2-(4-hydroxyphenyl)vinyl]benzene-1,3-diol', 'trans-resveratrol']"
2557,"2,3,-Dihydroxybenzoylserine",[]
2558,"4-{2,6,8-Trioxo-9-[(2S,3R,4R)-2,3,4,5-Tetrahydroxypentyl]-1,2,3,6,8,9-Hexahydro-7h-Purin-7-Yl}Butyl Dihydrogen Phosphate",[]
2559,Sorbinil,"['Sorbinil', 'sorbinilo', 'Sorbinilum']"
2560,Acetylamino-Acetic Acid,[]
2561,3'-Uridinemonophosphate,"[""3'-UMP"", ""3'-Uridylic acid"", ""Uridine 3'-monophosphate"", ""Uridine 3'-phosphate""]"
2562,Compound 18,[]
2563,7-methyl-guanosine-5'-triphosphate,"['7-methyl-GTP(1+)', ""7-methylguanosine 5'-(tetrahydrogen triphosphate)""]"
2564,Cellotetraose,[]
2565,C-(1-hydrogyl-beta-D-glucopyranosyl) formamide,"['(2R,3R,4S,5S,6R)-2,3,4,5-Tetrahydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-carboxamide']"
2566,alpha-D-glucopyranosyl-2-carboxylic acid amide,[]
2567,4-Iodopyrazole,[]
2568,4-O-methyl-beta-D-glucuronic acid,[]
2569,"4-Oxo-2-Phenylmethanesulfonyl-Octahydro-Pyrrolo[1,2-a]Pyrazine-6-Carboxylic Acid [1-(N-Hydroxycarbamimidoyl)-Piperidin-4-Ylmethyl]-Amide",[]
2570,Delta-2-Albomycin A1,[]
2571,"2-Amino-4-(4-Amino-Cyclohexa-2,5-Dienyl)-Butyric Acid",[]
2572,2-Phosphoglycolic Acid,[]
2573,2-butyl-1-hydroxyguanidine,"[""N-butyl-N'-hydroxyguanidine""]"
2574,7-Hydroxy-2-Oxo-Chromene-3-Carboxylic Acid Ethyl Ester,[]
2575,SD146,"[""3,3'-{[(4R,5S,6S,7R)-4,7-Dibenzyl-5,6-dihydroxy-2-oxo-1,3-diazepane-1,3-diyl]bis(methylene)}bis[N-(1H-benzimidazol-2-yl)benzamide]""]"
2576,4-Methylthio-Alpha-D-Mannose,[]
2577,Ethylmercurithiosalicylic acid,"['[(o-carboxyphenyl)thio]ethylmercury', '2-(ethylmercuri-thio)-benzoic acid', '2-(ethylmercuriothio)benzoic acid']"
2578,"[(2R,3S,4R,5R)-5-(4-acetonyl-3-carbamoyl-pyridin-1-ium-1-yl)-3,4-dihydroxy-tetrahydrofuran-2-yl]methyl [[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxy-tetrahydrofuran-2-yl]methoxy-hydroxy-phosphoryl] phosphate",['Nicotinamide adenine dinucleotide acetone adduct']
2579,Purvalanol,[]
2580,4-Deoxy-D-Mannuronic Acid,[]
2581,2-Amino-3-Oxo-4-Sulfo-Butyric Acid,[]
2582,Acetamide,[]
2583,Adenosine-5'-Pentaphosphate,[]
2584,3-Indolebutyric Acid,[]
2585,CD564,[]
2586,Kifunensine,[]
2587,beta-D-galactopyranosyl-(1->4)-beta-D-galactopyranose,"['4-O-β-D-galactopyranosyl-β-D-galactopyranose', 'Galactobiose', 'β-D-galactopyranosyl-(1→4)-β-D-galactopyranose', 'β-D-Galp-(1→4)-β-D-Galp']"
2588,RPR131247,[]
2589,Uridine,['Uridina']
2590,Phthalic Acid,[]
2591,Diamino-N-[(4S)-5-anilino-4-{[(2S)-2-{[(1R)-1-carboxyethyl]amino}-4-phenylbutanoyl]amino}-5-oxopentyl]methaniminium,[]
2592,Pyromellitic Acid,[]
2593,S-(Methylmercury)-L-Cysteine,[]
2594,Glycocyamine,"['Amidinoglycine', 'Betacyamine', 'Guanidineacetic acid', 'Guanidoacetic acid', 'Guanyl glycine', 'N-(aminoiminomethyl)glycine', 'N-amidinoglycine']"
2595,Tosyl-D-Proline,[]
2596,Selenoinosine,[]
2597,"9-Butyl-8-(3,4,5-Trimethoxybenzyl)-9h-Purin-6-Amine",[]
2598,1-3 Sugar Ring of Pentamannosyl 6-Phosphate,[]
2599,Pyroquilon,"['1,2,5,6-tetrahydropyrrolo[3,2,1-ij]quinolin-4-one']"
2600,Pyrazole,"['1,2-Diazole', '1H-Pyrazol', '1H-pyrazole']"
2601,Indolepropionic acid,"['1H-Indole-3-propionic acid', '3-(3-Indole)propionic acid', '3-(3-Indolyl)propanoic acid', '3-(3-Indolyl)propionic acid', '3-(Indol-3-yl)propionic acid', '3-indolepropionic acid', 'beta-Indolylpropionate', 'Indole-3-propionic acid', 'Indolylpropionic acid']"
2602,4-methyl-umbelliferyl-N-acetyl-chitobiose,"['4-methylumbelliferyl-N,N-diacetylchitobioside', '4-Mudacb']"
2603,"1,6-Di-O-Phosphono-D-Allitol",[]
2604,S-Mercaptocysteine,[]
2605,RU79072,[]
2606,5-Mercapto-2-Nitro-Benzoic Acid,[]
2607,R-9-(2-hydroxypropyl)adenine,"['9-Hydroxypropyladenine, R-Isomer']"
2608,N-[(2R)-4-diazonio-3-oxoniumylidene-1-phenylbutan-2-yl]-1-phenylmethoxymethanimidate,[]
2609,(R)-3-hydroxytetradecanoic acid,"['(−)-3-hydroxymyristic acid', '(3R)-hydroxymyristic acid', '(R)-(-)-3-Hydroxytetradecanoic acid', '(R)-(−)-3-hydroxytetradecanoic acid', '(R)-3-Hydroxymyristic acid', '(R)-3-Hydroxytetradecanoic acid', 'D-(-)-beta-Hydroxymyristic acid', 'D-(−)-β-hydroxymyristic acid', 'β-hydroxymyristic acid', 'β-hydroxytetradecanoic acid']"
2610,Tert-Butyloxycarbonyl Group,[]
2611,7-alpha-D-Ribofuranosyl-2-aminopurine-5'-phosphate,[]
2612,Sucrose,"['1-alpha-D-Glucopyranosyl-2-beta-D-fructofuranoside', 'Beet sugar', 'Cane sugar', 'Sacarosa', 'Saccharose', 'Sacharose', 'Sucraloxum', 'Sucrose', 'Table sugar', 'White sugar']"
2613,(3-Chloro-4-Propoxy-Phenyl)-Acetic Acid,[]
2614,"1,3-Propanediol","['1,3-Dihydroxypropane', '1,3-propylene glycol', '2-(hydroxymethyl)ethanol', 'beta-Propylene glycol', 'Propane-1,3-diol', 'Trimethylene glycol', 'β-propylene glycol']"
2615,1-Hexadecanosulfonic Acid,[]
2616,Diundecyl Phosphatidyl Choline,[]
2617,"2,5-Anhydroglucitol-1,6-Biphosphate",[]
2618,Dodecyltrimethylammonium,"['Dodecane-trimethylamine', 'Dodecyl-trimethyl-azanium', 'Dodecyltrimethylammonium ion', 'laurtrimonium', 'laurtrimonium cation', 'laurtrimonium ion', 'n-Dodecyltrimethylammonium', 'N,N,N-Trimethyl-1-dodecanaminium']"
2619,Beta-3-Cysteine,[]
2620,"4-{(Z)-[2-[3-(Methylsulfanyl)Propanoyl]-5-Oxo-1-(2-Oxoethyl)-1,5-Dihydro-4h-Imidazol-4-Ylidene]Methyl}Benzenolate",[]
2621,4'-Deoxy-4'-Acetylyamino-Pyridoxal-5'-Phosphate,[]
2622,N-(Bromoacetyl)-beta-alanyl-N-(2-{4-[(carboxycarbonyl)amino]phenyl}ethyl)-L-serinamide,"['2-[4-[2-[[(2S)-2-[3-[(2-bromoacetyl)amino]propanoylamino]-3-hydroxypropanoyl]amino]ethyl]anilino]-2-oxoacetic acid', 'N-(Bromoacetyl)-β-alanyl-N-(2-{4-[(carboxycarbonyl)amino]phenyl}ethyl)-L-serinamide']"
2623,"(2S)-1-[(2S,4R)-4-Benzyl-2-hydroxy-5-{[(1S,2R,5S)-2-hydroxy-5-methylcyclopentyl]amino}-5-oxopentyl]-4-{[6-chloro-5-(4-methyl-1-piperazinyl)-2-pyrazinyl]carbonyl}-N-(2-methyl-2-propanyl)-2-piperazineca rboxamide",[]
2624,2-Anhydro-3-Fluoro-Quinic Acid,[]
2625,N-Acetylmannosaminitol,[]
2626,(S)-acetoin,['(S)-2-acetoin']
2627,Pregnenolone,['Pregnenolone']
2628,Phenyl-uridine-5'-diphosphate,[]
2629,Deglucobalhimycin,[]
2630,Isochorismic Acid,[]
2631,"(2S)-2-({4-[(2S)-1-(2-Amino-4-oxo-1,4-dihydro-6-quinazolinyl)-3-{[2-({(2R,3R,4S,5R)-3,4-dihydroxy-5-[(phosphonooxy)methyl]tetrahydro-2-furanyl}amino)-2-oxoethyl]amino}-2-hydroxy-2-propanyl]benzoyl}ami no)pentanedioic acid",[]
2632,P-Anisic Acid,[]
2633,9-deazainosine,[]
2634,3-Nitrophenylboronic Acid,[]
2635,Alpha-Methylene Adenosine Monophosphate,[]
2636,N-[2-(1-maleimidyl)ethyl]-7-diethylaminocoumarin-3-carboxamide,[]
2637,"5-hydroxymethyl-5,6-dihydrofolic acid",[]
2638,"2,3-Anhydro-quinic acid",[]
2639,3-(alpha-D-Galactopyranosyloxy)-5-nitrobenzamide,"['3-(α-D-Galactopyranosyloxy)-5-nitrobenzamide', '5-aminocarbonyl-3-nitrophenyl-alpha-D-galactopyranose']"
2640,"3-Phenyl-1,2-Propandiol",[]
2641,A-98881,[]
2642,Arabinouridine 3'-phosphate,"['1-(3-O-phosphono-beta-L-arabinofuranosyl)Pyrimidine-2,4(1H,3H)-Dione', ""Arabinouridine 3'-Phosphate"", ""Uracil arabinose-3'-phosphate""]"
2643,2-Methoxyethanol,[]
2644,3-deoxy-D-lyxo-hexonic acid,['D-2-keto-3-deoxygalactonate']
2645,Trifluorofurnesyl Diphosphate,[]
2646,"Brodimoprim-4,6-Dicarboxylate",[]
2647,N-(2-Acetamido)Iminodiacetic Acid,[]
2648,Diethyl phosphonate,"['Diethyl acid phosphite', 'Diethyl hydrogen phosphite', 'Diethyl phosphite', 'Hydrogen diethyl phosphite', 'O,O-Diethyl phosphonate', 'Phosphonic acid diethyl ester', 'Phosphorous acid, diethyl ester']"
2649,RWJ-56423,"['(2S,4R)-1-acetyl-N-[(2S)-1-(1,3-benzothiazol-2-yl)-5-(diaminomethylideneamino)-1-oxopentan-2-yl]-4-hydroxypyrrolidine-2-carboxamide']"
2650,"2-Acetamido-2-Deoxy-D-Glucono-1,5-Lactone",[]
2651,3'-Deazo-Thiamin Diphosphate,[]
2652,"7-(1-Methyl-1,2,3-Triazol-4-Yl)-6-Formyl-2,7-Dihydro-[1,4]Thiazepine-3-Carboxylic Acid, Brl42715, C6-(N1-Methyl-1,2,3-Triazolylmethylene)Penem",[]
2653,5-Exo-Hydroxycamphor,[]
2654,Iodo-Willardiine,[]
2655,"Mono-[3,4-Dihydroxy-5-(5-Methyl-Benzoimidazol-1-Yl)-Tetrahydor-Furan-2-Ylmethyl] Ester",[]
2656,"1-Azepan-1-Yl-2-Phenyl-2-(4-Thioxo-1,4-Dihydro-Pyrazolo[3,4-D]Pyrimidin-5-Yl)Ethanone Adduct",[]
2657,Canaline,[]
2658,Para-Bromobenzyl Alcohol,[]
2659,Phosphonoacetic Acid,[]
2660,N-Pyridoxyl-Glycine-5-Monophosphate,[]
2661,Methylphosphinate,[]
2662,"7-(1,1-Dioxo-1h-Benzo[D]Isothiazol-3-Yloxymethyl)-2-(Oxalyl-Amino)-4,7-Dihydro-5h-Thieno[2,3-C]Pyran-3-Carboxylic Acid",[]
2663,5-Fluorolevulinic Acid,[]
2664,4-(Acetylamino)-3-[(Aminoacetyl)Amino]Benzoic Acid,[]
2665,FR236913,[]
2666,Dihydrogenphosphate,['Dihydrogenphosphate ion']
2667,Siroheme,[]
2668,[4-(2-Amino-4-Methyl-Thiazol-5-Yl)-Pyrimidin-2-Yl]-(3-Nitro-Phenyl)-Amine,[]
2669,IDD552,[]
2670,"Alpha-D-Glucose 1,6-Bisphosphate",[]
2671,Guanosine 5'-diphosphate 2':3'-cyclic monophosphate,[]
2672,4-(Hydrogen sulfate)-beta-D-galactopyranose,"['4-(Hydrogen sulfate)-beta-D-galactopyranose', '4-O-Sulfo-β-D-galactopyranose']"
2673,"3,4-Dihydro-2h-Pyrrolium-5-Carboxylate",[]
2674,"2,4-Dihydroxybenzoic Acid",[]
2675,"4-(1,3-Benzodioxol-5-Yl)-5-(5-Ethyl-2,4-Dihydroxyphenyl)-2h-Pyrazole-3-Carboxylic Acid",[]
2676,[(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid,[]
2677,9-amino-n-[3-(dimethylamino)propyl]acridine-4-carboxamide,['9-amino-N-(3-dimethylaminopropyl)acridine-4-carboxamide']
2678,alpha-D-glucose-1-phosphate,['glucose-1-phosphate']
2679,"S-Adenosyl-1,8-Diamino-3-Thiooctane",[]
2680,Methylphosphinic Acid,[]
